a,q,e,i,w,Node,varpi,varpi_rad,i_rad,varpi_sin,varpi_cos
230.4564033,31.39065105861563,0.8637892,6.03379,354.8097,341.58762,336.39732000000004,5.871240828884972,0.10530950187390865,-0.4003918948242732,0.916344002304281
247.0929254,35.113930861328285,0.8578918,13.2105,296.3603,119.04601,55.40630999999996,0.9670225358806588,0.2305667208347109,0.8231989003307918,0.5677530893743997
255.5295788,39.16455858943415,0.8467318,21.52495,200.67012,174.72437,15.394490000000019,0.2686845371653422,0.3756812488271534,0.2654634014775111,0.96412093768157
363.8175047,42.685689137437826,0.8826728,4.80526,163.05441,219.47746,22.531870000000026,0.3932553181313352,0.08386760841438272,0.38319726859298825,0.9236665271313415
846.4127624,45.20504353170673,0.9465922,16.21706,337.9966,328.72164,306.7182399999999,5.353243163922171,0.2830410919934716,-0.8015853508153027,0.5978803604052471
306.7532711,44.625024139253824,0.8545247,8.47613,303.30265,192.3423,135.64495,2.367450991203082,0.14793637632706697,0.6991026032210408,-0.7150213634357816
1150.249432,47.06935700687199,0.959079,18.16063,108.89672,109.1409,218.03762,3.8054743622122387,0.3169627877364578,-0.6161787448163338,-0.7876063448427567
728.532274,55.602311683953985,0.923679,73.51501,18.36231,287.16439,305.5267,5.332446867752959,1.2830789741365567,-0.8138448207026052,0.581082272845717
837.2822601,44.58628508903717,0.9467488,15.39748,234.37125,322.27286,196.64410999999996,3.4320871741539056,0.2687367225099765,-0.2864260614225053,-0.9581023490932434
973.7835307,55.64286734937568,0.9428591,7.64886,208.77179,108.45041,317.22220000000004,5.536571850419957,0.13349779102409348,-0.6791569600237486,0.7339930678496224
246.1022534,65.89486275686362,0.732246,11.00613,198.83085,72.07278,270.90363,4.728160299104487,0.1920932064025235,-0.9998756353307666,0.015770664916097576
251.214984,40.91787147242159,0.8371201,15.67269,34.55293,158.33593,192.88886,3.3665456974183896,0.27354004314439007,-0.2230605892866259,-0.9748045822148679
